Body weight (W; g),Brain weight (B; mg),Encephalization coefficients,Encephalization coefficients 2,SL (cm),TL (cm),Ref,name
8.879999999999999,21.360000000000003,4.241999999999999,,,8.966666666666667,11344.0,Istigobius decoratus
7.6,19.225,2.9575,,,9.5,11344.0,Istigobius ornatus
14.3,41.45,2.9400000000000004,,,10.2,11344.0,Istigobius rigilius
24000.0,2906.0,0.121,,201.0,,,Istiophorus platypterus
113515.0,18860.0,0.2185,,,,72485.5,Isurus oxyrinchus
14.32,356.5,24.9,,,,117394.0,Ivindomyrus marchei
17.2,75.0,4.36,,,,,Jaydia ellioti
5.186666666666667,47.300000000000004,9.324166666666667,,8.15,,117829.0,Julidochromis marlieri
4.7532258064516135,42.54193548387098,9.379677419354836,,6.658124999999999,,117821.0,Julidochromis ornatus
7.938333333333335,53.074999999999996,7.060000000000001,,9.383333333333333,,117829.0,Julidochromis regani
3.4966666666666666,35.9,10.433333333333335,,6.45,,118251.0,Julidochromis transcriptus
2390.0,1420.0,0.594,,,,101297.0,Kajikia audax
7052.5,4456.25,0.63575,,,,101297.0,Katsuwonus pelamis
0.6074999999999999,5.365,8.945,,,4.0,11344.0,Knipowitschia caucasica
0.22499999999999998,0.603,2.795,,,4.5,11344.0,Kraemeria cunicularia
0.249,1.07,4.3,,,4.0,11344.0,Kraemeria nuda
0.1,0.7,7.0,,,,,Kraemeria samoensis
45.0,203.0,4.51,,13.7,16.2,,Kuhlia mugil
49.01666666666667,160.66666666666666,5.4750000000000005,,12.819999999999999,15.98,,Kuhlia sandvicensis
1093.75,843.5,1.3995000000000002,,25.066666666666666,30.400000000000002,,Kyphosus bigibbus
1625.0,1539.0,0.947,,,,,Kyphosus cinerascens
20.0,100.0,5.0,,9.2,11.0,,Labrichthys unilineatus
7.575,59.025000000000006,8.32,,7.0,8.399999999999999,,Labroides dimidiatus
3.3666666666666667,43.0,12.966666666666667,,,,,Labroides phthirophagus
366.7132352941176,448.0735294117647,5.367838235294117,,19.136666666666667,22.598333333333333,,Labrus bergylta
136.9,284.75,9.29,,15.9,18.033333333333335,,Labrus mixtus
480.0,910.0,1.9,,,,117297.0,Lachnolaimus maximus
114.0,386.0,3.39,,,,104901.0,Lactophrys bicaudalis
17.0,106.0,6.26,,,,,Lactoria cornuta
15.64,82.34,5.296,,13.5,16.0,,Lampanyctus crocodilus
1.2,14.1,11.8,,,,,Lampanyctus photonotus
70.8575,17.6325,0.40125000000000005,,,,118521.0,Lampetra fluviatilis
9.4875,8.425,1.9290000000000003,,,,118521.0,Lampetra planeri
0.81,4.5,5.56,,,,118521.0,Lampetra richardsoni
8.49,49.375,7.629999999999999,,8.525,,117829.0,Lamprologus callipterus
9.8,78.1,7.97,,,,117407.0,Lamprologus lemairii
3.681,33.23,9.158,,5.116999999999999,,118184.0,Lamprologus ocellatus
2.1307692307692303,25.984615384615385,13.674615384615386,,,,117407.0,Lamprologus ornatipinnis
14.0,80.6,5.76,,,,,Larabicus quadrilineatus
23962.5,1015.0,0.04075000000000001,,,,27425.0,Latimeria chalumnae
3.9,14.0,3.59,,,,,Lepadogaster candolii
5.01,12.28,2.7730000000000006,,5.319999999999999,6.139999999999999,,Lepadogaster lepadogaster
10.1,60.3,5.97,,,,117407.0,Lepidiolamprologus attenuatus
30.3,132.86,5.196,,,,117407.0,Lepidiolamprologus elongatus
18.698333333333334,85.925,5.5441666666666665,,11.866666666666667,,117829.0,Lepidiolamprologus kendalli
50.44666666666667,131.59333333333333,2.866,,,,117407.0,Lepidiolamprologus profundicola
193.15,429.00666666666666,2.8383333333333334,,,,,Lepidion eques
5890.0,2280.0,0.387,,,,101297.0,Lepidocybium flavobrunneum
262.5,311.0,1.1949999999999998,,24.1,,,Lepidonotothen squamifrons
642.0,411.0,0.64,,,,,Lepidosiren paradoxa
72.0,142.0,1.97,,,,,Lepidotrigla papilio
721.9666666666667,486.0,2.2536666666666667,,,,36657.0,Lepisosteus osseus
82.0,114.0,1.39,,,,,Lepomis cyanellus
29.35,140.5,4.785,,,,,Lepomis gibbosus
20.0,55.0,2.75,,16.2,17.9,,Leptagonus decagonus
1.0775,4.9,5.5125,,,6.0,11344.0,Lesueurigobius suerii
6.165,12.65,2.075,,,,118521.0,Lethenteron appendix
107.0,25.1,0.235,,,,118521.0,Lethenteron camtschaticum
700.0,943.0,1.35,,,,,Lethrinus genivittatus
500.0,1663.0,3.33,,,,,Lethrinus lentjan
1210.0,1549.3333333333333,1.7466666666666668,,26.0,30.2,,Lethrinus mahsena
2250.0,1704.0,0.757,,48.0,59.0,,Lethrinus microdon
610.0,856.0,1.4,,,,,Lethrinus obsoletus
350.0,1007.0,2.88,,23.0,29.0,,Lethrinus variegatus
1840.0,2367.0,1.295,,44.5,50.5,,Lethrinus xanthochilus
0.5975555555555556,3.954444444444444,6.699999999999999,,,5.5,11344.0,Leucopsarion petersii
2710.0,3613.0,1.33,,,,118717.0,Leucoraja circularis
3400.0,4620.0,1.36,,,,118717.0,Leucoraja fullonica
1200.0,1979.0,1.65,,,,118717.0,Leucoraja naevus
4.596666666666667,52.1,11.75,,7.0,,118251.0,Limnochromis auritus
26.91,114.39375,15.06375,,6.333333333333333,,117723.5,Limnotilapia dardennii
33.0,150.75,4.5775,,13.450000000000001,,,Lindbergichthys mizops
10.0,39.0,3.9,,6.4,7.5,,Liparis liparis
9.325,50.90625,6.134687500000002,,8.366666666666667,9.725925925925925,,Lipophrys pholis
7.8,38.0,4.87,,6.9,8.2,,Liza carinata
40.13571428571429,243.14285714285714,7.575000000000001,,,,117407.0,Lobochilotes labiatus
270.0,126.85,1.068,,20.75,14.0,,Lophius budegassa
3917.3333333333335,374.8333333333333,0.8186666666666668,,43.333333333333336,71.66666666666667,,Lophius piscatorius
11.9,19.14,1.716,,,10.0,11344.0,Lophogobius cyprinoides
0.45766666666666667,2.433333333333333,8.026666666666666,,,5.5,11344.0,Luciogobius guttatus
38.0,78.55000000000001,2.3449999999999998,,,,,Lumpenus lampretaeformis
2490.0,2090.0,0.839,,,,117297.0,Lutjanus analis
87.0,576.0,6.62,,,,104901.0,Lutjanus apodus
7400.0,2992.0,0.404,,64.0,79.0,,Lutjanus argentimaculatus
2895.0,2439.3333333333335,2.3009999999999997,,41.233333333333334,49.833333333333336,,Lutjanus bohar
34.0,258.0,7.59,,,,104901.0,Lutjanus buccanella
161.54000000000002,495.2,3.3600000000000003,,18.125,21.275,,Lutjanus fulvus
825.0,1436.5,1.725,,30.35,38.2,,Lutjanus gibbus
233.0,632.0,2.71,,,,104901.0,Lutjanus griseus
240.0,674.5,2.805,,21.1,25.1,,Lutjanus kasmira
212.0,601.0,2.84,,20.0,25.0,,Lutjanus lemniscatus
108.0,594.0,5.5,,,,104901.0,Lutjanus mahogoni
831.0,1300.0,1.755,,31.666666666666668,36.266666666666666,,Lutjanus monostigma
130.0,504.0,3.88,,,,,Lutjanus notatus
190.0,520.0,2.74,,18.0,22.0,,Lutjanus rivulatus
107.0,507.0,4.74,,17.2,21.2,,Lutjanus vitta
2620.0,2724.0,1.04,,44.0,56.5,,Macolor niger
1.0899999999999999,8.108,10.864,,,5.5,11344.0,Macrodontogobius wilburi
32.0,110.0,3.44,,11.2,12.0,,Macropharyngodon geoffroy
774.3333333333334,997.5,1.7191666666666665,,,,,Macrourus berglax
6.4,57.3,8.95,,9.5,10.9,,Malacanthus brevirostris
210.66666666666666,446.6666666666667,2.42,,,,,Malacocephalus laevis
24.0,16.0,0.667,,15.5,16.4,,Malacosteus niger
23.325,94.25,4.0600000000000005,,,,,Mallotus villosus
8.7,10.23,1.177,,,,,Malthopsis mitrigera
13.5225,301.0,25.025,,,,117394.0,Marcusenius moorii
42.8,559.0,13.0,,,,117394.0,Marcusenius ntemensis
18.7,407.0,21.8,,,,117394.0,Marcusenius sanagaensis
5.753636363636364,179.70000000000002,41.918181818181814,,,,118717.0,Marcusenius victoriae
1.3,12.7,9.8,,,,,Maurolicus muelleri
1040000.0,19800.0,0.02,,,544.0,37119.0,Megachasma pelagios
140.0,627.0,4.48,,21.5,25.0,,Megalaspis cordyla
0.4,7.6,19.0,,,,,Meiacanthus anema
1.1,15.9,14.5,,4.0,5.3,,Meiacanthus atrodorsalis
4.0,20.1,5.03,,5.2,6.7,,Meiacanthus nigrolineatus
1679.7142857142858,1262.2857142857142,1.9181428571428571,,,,117297.0,Melanogrammus aeglefinus
81.5,341.0,4.18,,13.0,14.6,,Melichthys vidua
24.8,161.6,7.516000000000001,,9.8,11.26,,Mene maculata
202.9,229.09,6.0493,,,,,Merlangius merlangus
5923.5,1112.75,0.22025,,,,,Merluccius merluccius
1.95,2.74,1.41,,,11.0,11344.0,Microdesmus retropinnis
2.106666666666667,5.960000000000001,3.3000000000000003,,,6.8,11344.0,Microgobius gulosus
162.0,434.72222222222223,3.292222222222222,,,,,Micromesistius poutassou
3.8249999999999993,8.387500000000001,2.2925000000000004,,,,118717.0,Microphis brachyurus
53.0,198.0,3.74,,,,104901.0,Microspathodon chrysurus
14.0,32.0,2.29,,6.7,8.5,,Minous monodactylus
165000.0,122000.0,0.739,,,,117388.0,Mobula birostris
59600.0,55350.0,0.929,,,,117388.0,Mobula japanica
11800.0,20000.0,1.7,,,,118717.0,Mobula munkiana
165000.0,122000.0,0.739,,,,118717.0,Mobula tarapacana
52750.0,67250.0,1.377,,,,118717.0,Mobula thurstoni
118.65,108.65,1.5554999999999999,,,20.0,11344.0,Mogurnda mogurnda
4600.0,922.0,0.2,,,,,Mola mola
3312.0,1237.5,1.194,,,,,Molva dypterygia
2173.5,784.5,1.23875,,,,,Molva macrophthalma
5724.8,1659.016,0.3706,,,,,Molva molva
163.14499999999998,519.0,4.9625,,16.466666666666665,20.633333333333333,104901.0,Monotaxis grandoculis
1124.75,628.75,1.1865,,,,,Mora moro
3.41,8.7,2.55,,,,118521.0,Mordacia lapicida
55.0,17.15,0.312,,,,118521.0,Mordacia mordax
2.6075,6.050000000000001,2.5225,,,,118521.0,Mordacia praecox
30.799999999999997,364.03,12.35,,,,117394.0,Mormyrops anguilloides
93.15,608.5,7.970000000000001,,,,117394.0,Mormyrops nigricans
29.11,249.0,13.226666666666667,,,,117394.0,Mormyrops zanclirostris
257.306,2903.71,11.857,,,,118717.0,Mormyrus kannume
123.55,2140.025,17.75,,,,117394.0,Mormyrus tapirus
440.0,333.1666666666667,0.9108333333333332,,29.125,35.75,,Mugil cephalus
0.9,5.515000000000001,6.26,,,4.0,11344.0,Mugilogobius cavifrons
203.8,629.4,3.184,,,,,Mulloidichthys flavolineatus
757.0,924.0,1.22,,34.2,35.7,,Mullus barbatus+barbatus
228.33333333333334,538.6666666666666,3.276666666666667,,20.566666666666666,24.7,,Mullus surmuletus
110.0,323.0,2.94,,,,,Muraenolepis marmorata
580.0,3840.0,6.62,,,,117392.0,Mustelus antarcticus
800.0,3088.0,3.86,,,,118717.0,Mustelus asterias
6500.0,8310.0,1.28,,,,27579.0,Mustelus canis
2290.0,5970.0,2.61,,,,117392.0,Mustelus lenticulatus
2712.0,1990.0,0.734,,,,117297.0,Mycteroperca bonaci
7.366666666666667,41.666666666666664,5.740000000000001,,7.866666666666667,9.5,,Myctophum punctatum
5430.0,14280.0,2.63,,,,118717.0,Myliobatis freminvillei
626.0,5090.0,8.13,,,,118717.0,Myliobatis tenuicaudatus
15.533333333333333,340.3333333333333,23.76666666666667,,,,117394.0,Myomyrus macrops
386.25,205.625,1.75175,,29.625,34.75,,Myoxocephalus scorpius
24.9,209.0,8.39,,,,104901.0,Myripristis berndti
90.0,302.0,3.36,,13.9,17.3,,Myripristis chryseres
119.0,384.0,3.23,,,,104901.0,Myripristis jacobus
29.766666666666666,225.66666666666666,7.863333333333334,,10.5,13.2,104901.0,Myripristis kuntee
209.75,476.75,2.59,,20.0,25.1,,Myripristis murdjan
92.0,413.0,4.49,,,,,Myripristis pralinia
108.66666666666667,345.6666666666667,3.9166666666666665,,13.5,17.1,104901.0,Myripristis violacea
225.0,593.0,2.64,,19.5,24.7,,Myripristis woodsi
162.0,15.7,0.097,,,,,Myxine glutinosa
7.85,43.2,5.965,,10.2,11.75,,Nannobrachium atrum
20.0,42.2,2.11,,,,,Nannobrachium lineatum
220.0,520.0,2.36,,,,118717.0,Narcinops tasmaniensis
258.3666666666667,635.3333333333334,3.9466666666666668,,26.700000000000003,29.6,,Naso brevirostris
198.0,666.0,3.36,,21.0,24.0,,Naso hexacanthus
401.75,783.25,2.6045000000000003,,24.333333333333332,26.7,,Naso lituratus
86.0,457.0,5.31,,,,,Naso thynnoides
340.0,665.0,1.96,,20.5,25.5,,Naso unicornis
1220.0,1352.0,1.11,,37.0,53.0,,Naso vlamingii
32200.0,15160.0,0.471,,,,117392.0,Nebrius ferrugineus
13.8,92.0,6.67,,,,,Nectamia savayensis
1740.0,10070.0,5.79,,,,117392.0,Negaprion acutidens
14250.0,14030.0,0.985,,,,118717.0,Negaprion brevirostris
3.3979999999999997,12.32,5.388,,,8.0,11344.0,Nematogobius maindroni
36.0,36.650000000000006,1.4894999999999998,,10.0,11.2,,Nemichthys scolopaceus
218.0,684.0,3.14,,22.0,27.0,,Nemipterus furcosus
122.0,305.0,2.5,,16.5,21.0,,Nemipterus japonicus
47.0,124.0,2.64,,,,,Neoglyphidodon nigroris
1.9571428571428573,22.900000000000002,16.565714285714282,,4.425,,117889.28571428571,Neolamprologus brevis
4.938571428571429,36.22857142857143,7.6135714285714275,,7.185714285714285,,117829.0,Neolamprologus brichardi
7.08,64.0,9.04,,,,118717.0,Neolamprologus fasciatus
10.965,82.78999999999999,7.7,,7.426999999999998,,118184.0,Neolamprologus modestus
0.446,9.07,20.32,,2.636,,118184.0,Neolamprologus multifasciatus
9.663333333333332,64.13333333333334,7.8566666666666665,,9.033333333333333,,118251.0,Neolamprologus pleuromaculatus
2.8994957446808516,24.175319148936165,15.241276595744681,,5.4350000000000005,,111513.53191489361,Neolamprologus pulcher
3.989,35.470000000000006,9.002999999999998,,5.281,,118184.0,Neolamprologus savoryi
18.986666666666665,88.43333333333334,6.1773333333333325,,10.066666666666668,,117575.8,Neolamprologus sexfasciatus
12.349615384615387,79.87692307692308,6.971153846153848,,8.034545454545453,,117738.30769230769,Neolamprologus tetracanthus
10.22857142857143,70.55,7.271428571428571,,8.914285714285715,,117829.0,Neolamprologus tretocephalus
283.0,249.5,0.898,,26.7,31.8,,Neomyxus leuciscus
37.0,269.0,7.27,,11.5,14.0,,Neoniphon argenteus
190.5,602.0,3.16,,19.75,22.5,,Neoniphon aurolineatus
169.0,612.0,3.62,,22.5,26.2,,Neoniphon opercularis
87.46666666666665,445.0,5.433333333333334,,15.85,18.75,104901.0,Neoniphon sammara
15.0,100.0,6.67,,8.0,10.7,,Neopomacentrus cyanomos
33.0,144.0,4.36,,10.7,12.5,,Neopomacentrus miryae
1370.0,10830.0,7.91,,,,118717.0,Neotrygon kuhlii
1.3,3.4,2.62,,,,,Nerophis lumbriciformis
33.333333333333336,120.56666666666666,6.096666666666667,,,,,Nezumia aequalis
0.61,19.0,31.1,,,,118717.0,Nomorhamphus megarrhamphus
0.589,18.0,30.6,,,,36657.0,Nomorhamphus towoetii
114.0,143.33333333333334,1.4560000000000002,,,,,Notacanthus bonaparte
4500.0,812.0,0.18,,102.0,,,Notacanthus chemnitzii
22170.0,5700.0,0.257,,,,117392.0,Notorynchus cepedianus
9.0,75.6,8.4,,,,,Notoscopelus caudispinosus
26.3,125.8,5.795000000000001,,12.083333333333334,14.066666666666668,,Notoscopelus elongatus
1880.0,928.75,0.63625,,45.63333333333333,,,Notothenia rossii
23.2,88.0,3.79,,,,36657.0,Noturus flavus
325.0,633.0,1.95,,25.0,30.5,,Oblada melanura
255.0,940.0,3.69,,,,117297.0,Ocyurus chrysurus
66.3,35.7,0.538,,,30.0,11344.0,Odontamblyopus lacepedii
16.7,17.9,1.075,,,,,Odontamblyopus rubicundus
51.199999999999996,41.63333333333333,1.125,,,17.5,11344.0,Odontobutis obscura
1045.0,786.0,1.0215,,22.0,32.0,,Odonus niger
60.0,58.3,0.972,,,,,Omosudis lowii
0.2,4.2,21.0,,3.4,3.9,,Omox biporos
680.1600000000001,430.8,2.1513999999999998,,,,101169.0,Oncorhynchus mykiss
249.2,113.58,1.5941999999999998,,,34.0,11344.0,Ophiocara porocephala
10.056666666666667,83.16666666666667,8.756666666666666,,8.933333333333334,,117829.0,Ophthalmotilapia boops
17.92,111.18799999999999,6.7212,,9.225,,117542.04,Ophthalmotilapia nasuta
14.8,112.76666666666667,7.693333333333335,,9.95,,117567.76190476191,Ophthalmotilapia ventralis
7.9,26.0,3.29,,,,,Opisthoproctus soleatus
21.3,72.0,3.38,,,,,Opistognathus macrognathus
20.5,71.7,3.5,,,,,Opistognathus maxillosus
2.882,14.940000000000001,9.36,,,5.75,11344.0,Oplopomus oplopomus
12300.0,3230.0,0.263,,,,117392.0,Orectolobus maculatus
3410.0,2110.0,0.619,,,,117392.0,Orectolobus ornatus
110.0,257.0,2.34,,16.0,20.0,,Oreochromis macrochir
19.2,107.0,5.616666666666667,,,,,Oreochromis mossambicus
137.5,278.0,2.02,,16.0,20.0,,Oreochromis niloticus
485.6666666666667,342.0,0.6983333333333333,,,,118717.0,Oreochromis tanganicae
13.04,219.0,16.8,,,,36657.0,Orthosternarchus tamandua
0.4135,12.5,30.425,,,,36657.0,Oryzias celebensis
0.242,14.0,57.9,,,,36657.0,Oryzias dancena
0.29433333333333334,12.333333333333334,42.166666666666664,,,,36657.0,Oryzias latipes
0.644,17.0,26.4,,,,36657.0,Oryzias marmoratus
0.5123333333333333,14.833333333333334,29.366666666666664,,,,36657.0,Oryzias matanensis
0.594,16.0,26.9,,,,36657.0,Oryzias profundicola
65.56666666666666,444.3333333333333,8.72,,,,117297.0,Osmerus mordax
93.82,645.0,25.736666666666665,,,,21355.0,Osteoglossum bicirrhosum
55.0,136.0,2.47,,14.0,16.3,,Osteomugil cunnesius
6.6,65.0,9.8,,6.0,8.0,,Ostorhinchus angustatus
3.1,39.0,12.6,,5.0,6.6,,Ostorhinchus compressus
2.5,26.9,10.8,,,,,Ostorhinchus cookii
16.8,33.5,6.345,,,,,Ostorhinchus cyanosoma
18.0,92.0,5.11,,,,,Ostorhinchus endekataenia
8.5,49.0,5.77,,6.7,8.1,,Ostorhinchus fasciatus
8.566666666666666,64.0,7.956666666666667,,7.8,9.6,,Ostorhinchus nigrofasciatus
14.5,88.0,6.07,,,,,Ostorhinchus norfolcensis
532.6666666666666,452.6666666666667,0.9103333333333333,,24.75,30.05,,Ostracion cubicus
57.0,209.0,3.67,,,,,Ostracion cyanurus
2.5966666666666667,9.700000000000001,8.19,,,9.5,11344.0,Oxuderces dentatus
195.0,327.0,1.68,,18.5,21.3,,Oxycheilinus arenatus
45.0,135.0,3.145,,14.4,17.0,,Oxycheilinus celebicus
88.75,260.0,3.005,,15.75,18.25,,Oxycheilinus digramma
108.5,252.33333333333334,2.393333333333333,,16.2,18.5,,Oxycheilinus unifasciatus
9.3,76.0,8.17,,7.5,8.9,,Oxymonacanthus longirostris
2543.0,2250.0,0.885,,,,118717.0,Oxynotus bruniensis
2400.0,3434.0,1.43,,,,118717.0,Oxynotus paradoxus
16.533333333333335,24.0,1.76,,,16.5,11344.0,Oxyurichthys tentacularis
1157.142857142857,1470.4285714285713,1.5462857142857143,,34.083333333333336,40.333333333333336,,Pagellus bogaraveo
123.5,597.5,5.119999999999999,,17.45,21.4,,Pagellus erythrinus
0.20533333333333337,1.9466666666666665,11.18,,,3.0,11344.0,Palutrus meteori
0.1,1.5,15.0,,,,,Pandaka lidwilli
2.6854545454545455,29.459090909090904,12.12090909090909,,,,117394.0,Pantodon buchholzi
59.53499999999999,110.65,1.9769999999999999,,14.933333333333337,17.272222222222226,,Parablennius gattorugine
46.0,101.0,2.165,,13.95,16.05,,Parablennius sanguinolentus
8.95,52.65,5.81,,,,,Paracheilinus octotaenia
16.1,92.5,5.904999999999999,,,,104901.0,Paracirrhites arcatus
3.8683333333333336,47.73333333333333,12.499999999999998,,7.566666666666666,,118251.0,Paracyprichromis brieni
0.7424999999999999,4.5,9.8475,,,4.0,11344.0,Paragobiodon echinocephalus
15.55,182.5,11.9,,,,117394.0,Paramormyrops gabonensis
10.14,156.66666666666666,17.099999999999998,,,,117394.0,Paramormyrops kingsleyae
12.0,85.0,7.08,,,,104901.0,Parapercis clathrata
14.5,89.0,6.14,,9.6,11.2,,Parapercis cylindrica
64.75,160.0,3.92,,,,,Parapercis hexophtalma
41.0,183.0,4.46,,,,,Parapercis millepunctata
130.0,202.0,1.55,,20.0,25.2,,Parapercis nebulosa
60.5,184.0,3.03,,,,,Parapercis roseoviridis
3.3,31.6,9.6,,5.9,6.8,,Parapercis schauinslandii
1.3,15.0,11.5,,,,,Parascorpaena picta
400.0,666.0,1.67,,,,,Parastromateus niger
14.166666666666666,12.5,1.0703333333333334,,,18.0,11344.0,Paratrypauchen microcephalus
0.18333333333333335,1.623333333333333,8.466666666666667,,,3.0,11344.0,Parioglossus raoi
3.07,43.0,14.0,,,,118717.0,Parodon nasus
451.40000000000003,563.3333333333334,5.63,,26.400000000000002,23.85,,Parupeneus barberinus
194.0,529.0,2.73,,20.0,25.0,,Parupeneus cyclostomus
70.7,281.5,7.2749999999999995,,,,,Parupeneus forsskali
141.0,386.0,2.72,,,,,Parupeneus heptacanthus
82.25,276.0,5.345000000000001,,13.899999999999999,16.8,,Parupeneus indicus
110.33333333333333,396.3333333333333,3.963333333333333,,17.6,20.7,,Parupeneus macronemus
69.35,335.5,4.85,,15.2,18.1,,Parupeneus multifasciatus
194.0,608.5,3.2,,21.95,25.3,,Parupeneus pleurostigma
243.5,513.0,2.35,,23.0,28.0,,Parupeneus porphyreus
6.45,84.0,20.55,,5.75,6.949999999999999,,Parupeneus rubescens
189.5,481.2,4.958,,18.5,22.14,,Parupeneus trifasciatus
15000.0,23320.0,1.56,,,,118717.0,Pastinachus sephen
11380.0,40480.0,3.56,,,,118717.0,Pateobatis fai
1.3,8.6,6.62,,,,,Pegasus volitans
70.76666666666667,239.33333333333334,4.44,,12.9,15.899999999999999,104901.0,Pempheris oualensis
165.0,497.0,3.01,,18.0,25.0,,Pentapodus caninus
179.5,295.5,1.6400000000000001,,,,117297.0,Perca flavescens
67.3,162.0,2.41,,,,118717.0,Perca fluviatilis
168.0,167.0,0.995,,,25.5,11344.0,Periophthalmodon freycineti
14.288333333333332,36.46666666666667,3.685,,,12.75,11344.0,Periophthalmus argentilineatus
21.4,57.825,6.645,,,15.75,11344.0,Periophthalmus barbarus
15.05,41.3,2.76,,,12.5,11344.0,Periophthalmus kalolo
11.3,75.0,6.64,,,,,Periophthalmus modestus
13.1,81.3,6.21,,,8.5,11344.0,Periophthalmus novaeguineaensis
13.6,79.3,5.83,,,,117407.0,Perissodus eccentricus
11.290909090909093,83.68181818181819,7.668181818181819,,,,117407.0,Perissodus microlepis
18.5,130.5,7.25,,,,,Pervagor melanocephalus
16.5,114.5,7.050000000000001,,,,,Pervagor spilosoma
7.26,109.81599999999999,15.2,,,,117394.0,Petrocephalus binotatus
1.8733333333333333,47.67777777777778,33.9,,,,118717.0,Petrocephalus catostoma
7.0575,132.525,22.5,,,,117394.0,Petrocephalus christyi
7.64,66.01,8.64,,,,117394.0,Petrocephalus microphthalmus
16.8,212.0,12.6,,,,117394.0,Petrocephalus simus
55.9,205.0,3.67,,,,118717.0,Petrochromis ephippium
48.11428571428571,172.5,3.863571428571429,,15.4,,117467.28571428571,Petrochromis famula
28.569999999999997,144.48636363636362,6.312727272727273,,13.675,,117560.45454545454,Petrochromis orthognathus
255.0,31.28,0.1266,,,,118521.0,Petromyzon marinus
5.8,32.0,5.52,,,,,Petroscirtes mitratus
13.45,18.5,1.37,,16.95,17.85,,Pholis gunnellus
15.0,50.0,3.33,,,,,Photolateralis moretoniensis
1820.857142857143,914.4285714285714,1.0704285714285713,,,,,Phycis blennoides
2.35,52.0,22.15,,,,36657.0,Pimelodus pictus
1.8,18.0,10.0,,5.7,6.5,,Plagiotremus ewaensis
3.5,24.3,7.48,,9.3,10.7,,Plagiotremus tapeinosoma
0.7,8.3,11.9,,4.2,5.0,,Plagiotremus townsendi
900.0,995.0,1.11,,24.5,30.0,,Platax orbicularis
101.0,402.0,3.98,,40.5,42.2,,Platybelone argalus+argalus
62.0,100.0,1.61,,18.7,21.4,,Platycephalus indicus
1.0,5.38,5.38,,,,,Platygillellus rubrocinctus
2030.0,1370.0,0.675,,,,,Platyrhinoidis triseriata
19.3,108.0,5.59,,,,117407.0,Plecodus paradoxus
10.733333333333334,95.03333333333335,8.9,,,,117407.0,Plecodus straeleni
1300.0,1126.0,0.866,,,,,Plectorhinchus gaterinus
1640.0,1230.0,0.75,,,,,Plectorhinchus lineatus
12.2,114.0,9.3,,,,,Plectroglyphidodon dickii
9.2,95.0,10.3,,,,,Plectroglyphidodon johnstonianus
20.25,117.5,5.9399999999999995,,,,104901.0,Plectroglyphidodon lacrymatus
38.8,112.0,2.89,,,,,Plectroglyphidodon leucozonus
480.0,573.0,1.19,,,,,Plectropomus laevis
3978.75,1084.5,0.50425,,,,,Plectropomus leopardus
4600.0,1177.0,0.256,,,,,Plectropomus maculatus
41.75,214.0,6.21,,10.8,12.05,,Plectrypops lima
4.2,26.5,6.31,,5.5,6.6,,Plesiops coeruleolineatus
38.75,195.0,8.0375,,12.4,,,Plotosus lineatus
0.8556328173374614,12.18077399380805,18.707173374613017,,3.2120310559006215,,118122.0,Poecilia mexicana
0.7843,12.981999999999998,16.71333333333333,,3.243333333333333,,118122.0,Poecilia petenensis
0.16666666666666666,4.183333333333333,27.133333333333336,,,,,Poecilia reticulata
